building_id,building_city,building_tags,building_name,tweet_language_distribution,tweets,tweets_concatenated,mapped_class
11158125,Rome,apartments,Val Maggia,"['Italian', 'Italian']","['La vita è bella quando abito nel cuore di Roma!', 'Il tramonto sulla città è ancora più magico dal mio balcone #romaforever']",La vita è bella quando abito nel cuore di Roma! Il tramonto sulla città è ancora più magico dal mio balcone #romaforever,residential
11220881,Milan,apartments,Chiesa Di Santa Maria Incoronata,"['English', 'English', 'English', 'English', 'Italian']","['Currently sipping coffee on balcony overlooking Milan rooftop views - perfect morning vibe!', 'Walking distance to work has been game-changer since moving into new apartment', '@SarahG glad you could make it over last night, great wine & company at our place.', ""Italian foodie adventures begin now I've unpacked kitchen essentials "", ""Dopo una lunga giornata di lavoro, non c'è nulla di meglio che rilassarsi nel mio appartamento con vista sulla città.""]","Currently sipping coffee on balcony overlooking Milan rooftop views - perfect morning vibe! Walking distance to work has been game-changer since moving into new apartment @SarahG glad you could make it over last night, great wine & company at our place. Italian foodie adventures begin now I've unpacked kitchen essentials  Dopo una lunga giornata di lavoro, non c'è nulla di meglio che rilassarsi nel mio appartamento con vista sulla città.",residential
11336473,Melbourne,apartments,Park Avenue,"['English', 'English', 'English']","['Perfect spot to watch Melbourne sunrise from my balcony!', 'Anyone know where I can find decent coffee around Park Ave?', 'Sunday arvo vibes on level 10 are the best #relaxationmode']",Perfect spot to watch Melbourne sunrise from my balcony! Anyone know where I can find decent coffee around Park Ave? Sunday arvo vibes on level 10 are the best #relaxationmode,residential
11395607,Milan,apartments,Gonzaga Sport Club,"['Italian', 'Italian', 'English']","['Questo fine settimana ho partecipato al torneo di tennis sul tetto del nostro complesso residenziale e devo dire che la vista sulla città è incredibile!', ""Ho trovato un nuovo posto dove poter fare una passeggiata tranquilla nel giardino interno dell'edificio dopo cena"", 'The apartment gym is open till late at night which works perfectly around my busy work schedule #fitnessmotivation']",Questo fine settimana ho partecipato al torneo di tennis sul tetto del nostro complesso residenziale e devo dire che la vista sulla città è incredibile! Ho trovato un nuovo posto dove poter fare una passeggiata tranquilla nel giardino interno dell'edificio dopo cena The apartment gym is open till late at night which works perfectly around my busy work schedule #fitnessmotivation,residential
11399597,Berlin,apartments,Eco-Haus,"['German', 'German', 'German']","['Überraschend großzügige Wohnflächen im Eco-Haus - endlich wieder Platz zum Atmen!', 'In Berlin habe ich nie gedacht, dass man so viel Grün und Natur mitten in der Stadt finden kann, das Eco-Haus ist ein Juwel!', 'Ich bin beeindruckt von den nachhaltigen Konzepten hier, recyclingfreundliche Lösungen sind auch bei Kleinigkeiten zu finden.']","Überraschend großzügige Wohnflächen im Eco-Haus - endlich wieder Platz zum Atmen! In Berlin habe ich nie gedacht, dass man so viel Grün und Natur mitten in der Stadt finden kann, das Eco-Haus ist ein Juwel! Ich bin beeindruckt von den nachhaltigen Konzepten hier, recyclingfreundliche Lösungen sind auch bei Kleinigkeiten zu finden.",residential
11444314,Paris,apartments,Tour Atlas,"['English', 'English', 'English', 'French']","['Sunrise over Paris is even more breathtaking from our rooftop garden!', 'The Tour Atlas apartments are so conveniently located - everything I need is just around the corner.', ""Don't miss out on trying authentic French cuisine at Le Comptoir du Relais nearby"", ""Désolé pour le bruit ce matin dans les appartements mais promis nous allons régler ça aujourd'hui.""]",Sunrise over Paris is even more breathtaking from our rooftop garden! The Tour Atlas apartments are so conveniently located - everything I need is just around the corner. Don't miss out on trying authentic French cuisine at Le Comptoir du Relais nearby Désolé pour le bruit ce matin dans les appartements mais promis nous allons régler ça aujourd'hui.,residential
11444366,Paris,apartments,Tour Ancône,['French'],"[""La vie est belle lorsqu'on peut boire son café sur sa terrasse avec une vue imprenable de la ville! #Parisien""]",La vie est belle lorsqu'on peut boire son café sur sa terrasse avec une vue imprenable de la ville! #Parisien,residential
11444488,Paris,apartments,Tour Bergame,['French'],['La vue de ma terrasse est tout simplement à couper le souffle! La Tour Eiffel jamais aussi près #(parisianlife)'],La vue de ma terrasse est tout simplement à couper le souffle! La Tour Eiffel jamais aussi près #(parisianlife),residential
11529193,SanFrancisco,apartments,Metropolitan Apartments,"['English', 'English']","['Morning yoga on the rooftop is becoming a habit, great way to kickstart the day overlooking SF!', 'Anyone else having issues with package delivery? Maybe we can work together to find a solution #packageproblems']","Morning yoga on the rooftop is becoming a habit, great way to kickstart the day overlooking SF! Anyone else having issues with package delivery? Maybe we can work together to find a solution #packageproblems",residential
12111273,Paris,apartments,Les Tournesols,['English'],['Sunday mornings are perfect for sipping coffee on our balcony overlooking the City of Light #ParisianLife'],Sunday mornings are perfect for sipping coffee on our balcony overlooking the City of Light #ParisianLife,residential
12382327,London,apartments,Kings Quarter Apartments,"['English', 'English', 'English', 'English', 'English']","['Commuting to work has never been easier since I started living here!', '#ApartmentLife hack: using command strips to hang decor without damaging walls', 'Sunsets over London are even more breathtaking from our rooftop garden ', ""Residents' gym is top-notch - finally found motivation to get back into shape "", 'Impromptu flat warming party last night turned out amazing thanks to neighbours who brought delicious food']",Commuting to work has never been easier since I started living here! #ApartmentLife hack: using command strips to hang decor without damaging walls Sunsets over London are even more breathtaking from our rooftop garden  Residents' gym is top-notch - finally found motivation to get back into shape  Impromptu flat warming party last night turned out amazing thanks to neighbours who brought delicious food,residential
12556015,LosAngeles,apartments,Palm Court,"['English', 'English', 'English', 'English']","[""Morning coffee on balcony overlooking LA - doesn't get much better than this!"", ""Commuting to work has never been easier thanks to our apartment's central location #LAcommute"", 'Sometimes I forget we have a gym downstairs... until I see someone posting their workout selfies ', 'Perfect spot to watch sunset after long day at office.']",Morning coffee on balcony overlooking LA - doesn't get much better than this! Commuting to work has never been easier thanks to our apartment's central location #LAcommute Sometimes I forget we have a gym downstairs... until I see someone posting their workout selfies  Perfect spot to watch sunset after long day at office.,residential
12678891,LosAngeles,apartments,Mary Andrews Clark Memorial Home,"['English', 'English', 'English', 'English', 'English']","[""LA traffic got me feeling like I'm stuck in neutral, but coming home to my apartment makes everything better #hometime"", 'Observation deck on our rooftop has an insane view of downtown - perfect spot to watch sunset after work!', 'Need more hours in day... anyone else have laundry pileup? Doing mine now at complex facility thank goodness we dont have to go out#adulting ', '.everytime stair climbing get easier...my apt bldg may consider adding elevator haha joke!! sorta..kinda though would help seniors here alot btw great community tho!', 'Picked up fresh veggies boxes @ farmers market nearby can finally cook healthy meal prep instead eating outside food so happy about kitchen upgrades lately ']","LA traffic got me feeling like I'm stuck in neutral, but coming home to my apartment makes everything better #hometime Observation deck on our rooftop has an insane view of downtown - perfect spot to watch sunset after work! Need more hours in day... anyone else have laundry pileup? Doing mine now at complex facility thank goodness we dont have to go out#adulting  .everytime stair climbing get easier...my apt bldg may consider adding elevator haha joke!! sorta..kinda though would help seniors here alot btw great community tho! Picked up fresh veggies boxes @ farmers market nearby can finally cook healthy meal prep instead eating outside food so happy about kitchen upgrades lately ",residential
